author,affiliations
"Name(first='Sid', last='Kiblawi')",Microsoft
"Name(first='Mu', last='Wei')",Microsoft
"Name(first='J.', last='Preston')",Unknown
"Name(first='Giridhar Kaushik', last='Ramachandran')",George Mason University
"Name(first='Yujuan', last='Fu')",University of Washington
"Name(first='Bin', last='Han')",University of Washington
"Name(first='Kevin', last='Lybarger')",George Mason University
"Name(first='Nic', last='Dobbins')",Unknown
"Name(first='Ozlem', last='Uzuner')",George Mason University
"Name(first='Yongbin', last='Jeong')",Unknown
"Name(first='Ju-Hyuck', last='Han')",Unknown
"Name(first='Kyung Min', last='Chae')",Konyang University
"Name(first='Yousang', last='Cho')",Unknown
"Name(first='Hyunbin', last='Seo')",teddysum
"Name(first='Key-Sun', last='Choi')",Korea Advanced Institute of Science & Technology and Konyang University
"Name(first='Younggyun', last='Hahm')",Unknown
"Name(first='Jiamin', last='Chen')",Unknown
"Name(first='Xuhong', last='Li')",baidu
"Name(first='Junting', last='Xi')",Unknown
"Name(first='Haoyi', last='Xiong')",baidu
"Name(first='Prakhar', last='Mishra')",Unknown
"Name(first='Ravi Theja', last='Desetty')",Glance
"Name(first='Peiqi', last='Sui')",University of Texas at Austin; Unknown
"Name(first='Kelvin', last='Wong')","System Medicine and Bioengineering (SMAB), Houston Methodist Cancer Center; Weill Cornell Medicine, Cornell University and Houston Methodist Research Institute"
"Name(first='Xiaohui', last='Yu')",NA
"Name(first='John', last='Volpi')",Houston Methodist Neurological Institute
"Name(first='Stephen', last='Wong')","Houston Methodist Hospital and Weill Cornell Medicine; System Medicine and Bioengineering (SMAB), Houston Methodist Cancer Center"
"Name(first='Claudio', last='Aracena')",Unknown
"Name(first='Nicolás', last='Rodríguez')",Unknown
"Name(first='Victor', last='Rocco')",Unknown
"Name(first='Yeldar', last='Toleubay')","University of Tsukuba, Tsukuba University"
"Name(first='Baihan', last='Lin')","Columbia University and IBM, International Business Machines"
"Name(first='Djallel', last='Bouneffouf')",Unknown
"Name(first='Yongxin', last='Zhou')",Laboratoire d’Informatique de Grenoble
"Name(first='Fabien', last='Ringeval')",University of Grenoble-Alpes
"Name(first='François', last='Portet')",Université Grenoble Alpes
"Name(first='Junda', last='Wang')",Unknown
"Name(first='Avijit', last='Mitra')",Unknown
"Name(first='Samuel', last='Osebe')",Unknown
"Name(first='Kunal', last='Suri')","Optum, India"
"Name(first='Saumajit', last='Saha')",Unknown
"Name(first='Atul', last='Singh')",Unknown
"Name(first='Yash', last='Mathur')",Unknown
"Name(first='Sanketh', last='Rangreji')",Unknown
"Name(first='Raghav', last='Kapoor')",Unknown
"Name(first='Medha', last='Palavalli')",Unknown
"Name(first='Amanda', last='Bertsch')",Carnegie Mellon University
"Name(first='Neal', last='Snider')",Unknown
"Name(first='Nevasini', last='Sasikumar')",Unknown
"Name(first='Krishna Sri Ipsit', last='Mantri')",Unknown
"Name(first='Dhananjay', last='Srivastava')",Unknown
"Name(first='Amal', last='Alqahtani')",George Washington University
"Name(first='Rana', last='Salama')",George Washington University
"Name(first='Abdou', last='Youssef')",George Washington University
"Name(first='Kirill', last='Milintsevich')",Université de Caen Basse Normandie and University of Tartu
"Name(first='Navneet', last='Agarwal')",Unknown
"Name(first='Boya', last='Zhang')",Unknown
"Name(first='Rahul', last='Mishra')",University of Geneva; Unknown
"Name(first='Douglas', last='Teodoro')",University of Geneva
"Name(first='Andrew', last='Tran')",Unknown
"Name(first='Jeffrey', last='Tan')",Unknown
"Name(first='Timo Pierre', last='Schrader')",Unknown
"Name(first='Teresa', last='Bürkle')",Unknown
"Name(first='Sophie', last='Henning')",Unknown
"Name(first='Sherry', last='Tan')",Unknown
"Name(first='Matteo', last='Finco')",Unknown
"Name(first='Stefan', last='Grünewald')",Unknown
"Name(first='Maira', last='Indrikova')",Unknown
"Name(first='Felix', last='Hildebrand')",Unknown
"Name(first='Annemarie', last='Friedrich')",Unknown
"Name(first='Bongseok', last='Yang')",LXPER AI Research
"Name(first='Tuan', last='Lai')",University of Illinois at Urbana-Champaign
"Name(first='Loic', last='De Langhe')",Ghent University
"Name(first='Orphee', last='De Clercq')","LT3, Ghent University"
"Name(first='Veronique', last='Hoste')","Unknown; LT3, Ghent University"
"Name(first='Boyang', last='Liu')",The University of Manchester
"Name(first='Riza', last='Batista-navarro')","Department of Computer Science, The University of Manchester"
"Name(first='René', last='Knaebel')",University of Potsdam
"Name(first='Wen', last='Xiao')",university of british columbia
"Name(first='Jingcheng', last='Niu')",University of Toronto
"Name(first='Victoria', last='Ng')",Public Health Agency of Canada
"Name(first='Erin', last='Rees')",Public Health Agency of Canada
"Name(first='Simon', last='De Montigny')",University of Montreal
"Name(first='Sara', last='Shahmohammadi')",Universitt Potsdam
"Name(first='Hannah', last='Seemann')",Ruhr-Universitt
"Name(first='Manfred', last='Stede')",Universitt Potsdam; Universität Potsdam
"Name(first='Tatjana', last='Scheffler')",Ruhr-Universitt
"Name(first='Nobel', last='Varghese')",Saarland University
"Name(first='Frances', last='Yung')",Saarland University
"Name(first='Kaveri', last='Anuranjana')",Saarland University
"Name(first='Hao', last='Liu')",Shanghai Jiao Tong University
"Name(first='Suncheng', last='Xiang')",Shanghai Jiao Tong University
"Name(first='Ahmed', last='Ruby')",Uppsala university
"Name(first='Sara', last='Stymne')",Uppsala university
"Name(first='Avi', last='Bleiweiss')",BShalem
"Name(first='S. Magalí', last='López Cortez')",University at Buffalo
"Name(first='Cassandra L.', last='Jacobs')",University at Buffalo
"Name(first='Hy', last='Dang')",University of Notre Dame
"Name(first='Bang', last='Nguyen')",University of Notre Dame
"Name(first='Freya', last='Hewett')",University of Potsdam
"Name(first='Qi', last='Gou')",Unknown
"Name(first='Zehua', last='Xia')",Unknown
"Name(first='Wenzhe', last='Du')",Unknown
"Name(first='Howard', last='Yen')",Princeton University
"Name(first='Xiaocheng', last='Zhang')",Unknown
"Name(first='Huang', last='Qing')",Unknown
"Name(first='Fu', last='Lin')",Unknown
"Name(first='Hsuan', last='Su')",Unknown
"Name(first='Shachi', last='H. Kumar')",Intel Labs
"Name(first='Sahisnu', last='Mazumder')","Intel Labs, USA"
"Name(first='Wenda', last='Chen')",Unknown
"Name(first='Ramesh', last='Manuvinakurike')",Unknown
"Name(first='Shang-Tse', last='Chen')",National Taiwan University
"Name(first='Shuang', last='Cheng')",Unknown
"Name(first='Zineng', last='Zhou')",Unknown
"Name(first='Yang', last='Gu')",Chinese Academy of Sciences
"Name(first='Jian', last='Ye')",Unknown
"Name(first='Haiyong', last='Luo')",Unknown
"Name(first='Hai', last='Li')",Unknown
"Name(first='Zhanyu', last='Ma')",Unknown
"Name(first='Zhecheng', last='Sheng')",Unknown
"Name(first='Raymond', last='Finzel')",University of Minnesota - Twin Cities
"Name(first='Michael', last='Lucke')",Unknown
"Name(first='Sheena', last='Dufresne')",Unknown
"Name(first='Maria', last='Gini')","University of Minnesota, Twin Ciities"
"Name(first='Serguei', last='Pakhomov')",University of Minnesota - Twin Cities
"Name(first='Liliang', last='Ren')",Unknown
"Name(first='Mankeerat', last='Sidhu')",Unknown
"Name(first='Revanth', last='Gangi Reddy')",Unknown
"Name(first='Tianhua', last='Zhang')",Unknown
"Name(first='Liping', last='Tang')",Unknown
"Name(first='Xixin', last='Wu')",The Chinese University of Hong Kong
"Name(first='Helen', last='Meng')",Unknown
"Name(first='Srinivas', last='Gowriraj')",Unknown
"Name(first='Soham Dinesh', last='Tiwari')",Unknown
"Name(first='Mitali', last='Potnis')",Unknown
"Name(first='Srijan', last='Bansal')",Unknown
"Name(first='Teruko', last='Mitamura')",Carnegie Mellon University
"Name(first='Ehsan', last='Lotfi')",Universiteit Antwerpen
"Name(first='Maxime', last='De Bruyn')",Antwerp University
"Name(first='Jeska.buhmann@uantwerpen.be', last='Jeska.buhmann@uantwerpen.be')",NA
"Name(first='Walter', last='Daelemans')",University of Antwerp
"Name(first='Eleni', last='Metheniti')","IRIT, University of Toulouse"
"Name(first='Laura', last='Rivière')",Irit
"Name(first='Attapol', last='Rutherford')",Chulalongkorn University
"Name(first='Milind', last='Agarwal')",George Mason University; GMU
"Name(first='Luisa', last='Bentivogli')",FBK
"Name(first='Marine', last='Carpuat')",UMD
"Name(first='Roldano', last='Cattoni')",FBK
"Name(first='Mauro', last='Cettolo')",FBK
"Name(first='William', last='Chen')",CMU; Carnegie Mellon University
"Name(first='Khalid', last='Choukri')",ELDA
"Name(first='Alexandra', last='Chronopoulou')",LMU; LMU Munich
"Name(first='Yannick', last='Estève')",LIA - Avignon University; Avignon U.
"Name(first='Marcello', last='Federico')",AWS
"Name(first='Barry', last='Haddow')",U. Edinburgh
"Name(first='Phu', last='Mon Htut')",AWS
"Name(first='John', last='Judge')",DCU
"Name(first='Yasumasa', last='Kano')",Nara Institute of Science and Technology; NAIST
"Name(first='Rishu', last='Kumar')",Charles University; Charles U.
"Name(first='Pengwei', last='Li')",Meta
"Name(first='Prashant', last='Mathur')",AWS
"Name(first='Evgeny', last='Matusov')",AppTek
"Name(first='John', last='P. McCrae')",U. Galway
"Name(first='Satoshi', last='Nakamura')",Nara Institute of Science and Technology; NAIST
"Name(first='Ha', last='Nguyen')",Avignon U.; LIA - Universit Avignon
"Name(first='Jan', last='Niehues')",KIT; Karlsruhe Institut of Technology
"Name(first='Atul', last='Kr. Ojha')",U. Galway
"Name(first='John', last='E. Ortega')",Northeastern U.; Northeastern University
"Name(first='Proyag', last='Pal')",U. Edinburgh
"Name(first='Lonneke', last='van der Plas')",IDIAP
"Name(first='Elijah', last='Rippeth')",UMD
"Name(first='Elizabeth', last='Salesky')",JHU; Johns Hopkins University
"Name(first='Sebastian', last='Stüker')",Zoom
"Name(first='Katsuhito', last='Sudoh')",NAIST
"Name(first='Brian', last='Thompson')",AWS
"Name(first='Alex', last='Waibel')",CMU
"Name(first='Kareem', last='Darwish')",aiXplain Inc.
"Name(first='Mohamed', last='Al-Badrashiny')",aiXplain Inc.
"Name(first='Yichao', last='Du')",University of Science and Technology of China
"Name(first='Guo', last='Zhengsheng')",tencent
"Name(first='Jinchuan', last='Tian')",peking university
"Name(first='Xing', last='Wang')",tencent
"Name(first='Jianwei', last='Yu')",Tencent AI LAB
"Name(first='Rebekka', last='Hubert')",Heidelberg University
"Name(first='Artem', last='Sokolov')",Google
"Name(first='Stefan', last='Riezler')",Heidelberg University
"Name(first='Pan', last='Deng')",University of Science and Technology of China
"Name(first='Shihao', last='Chen')",University of Science and Technology of China
"Name(first='Weitai', last='Zhang')",ustc
"Name(first='Jie', last='Zhang')",University of Science &Technology of China
"Name(first='Lirong', last='Dai')",University of Science and Technology of China; University of Science &Technology of China
"Name(first='Danni', last='Liu')",Karlsruhe Institute of Technology
"Name(first='Thai', last='Binh Nguyen')",Karlsruhe Institute of Technology
"Name(first='Sai', last='Koneru')",Karlsruhe Institute of Technology
"Name(first='Enes', last='Yavuz Ugan')",Karlsruhe Institute of Technology
"Name(first='Ngoc-Quan', last='Pham')",Karlsruhe Institute of Technology
"Name(first='Tuan', last='Nam Nguyen')",Karlsruhe Institute of Technology
"Name(first='Tu', last='Anh Dinh')",Karlsruhe Institute of Technology
"Name(first='Carlos', last='Mullov')",Karlsruhe Institute of Technology
"Name(first='Alexander', last='Waibel')",Carnegie Mellon
"Name(first='Zhihang', last='Xie')",Beijing Institute for General Artificial Intelligence
"Name(first='Jeremy', last='Gwinnup')",Air Force Research Laboratory
"Name(first='Tim', last='Anderson')",Air Force Research Laboratory
"Name(first='Brian', last='Ore')",AFRL
"Name(first='Eric', last='Hansen')",Air Force Research Laboratory
"Name(first='Zhiqiang', last='Rao')","Huawei Translation Service Center, Beijing, China"
"Name(first='Jinlong', last='Yang')","Huawei Translation Service Center, Beijing, China; Huawei Technologies Co., Ltd."
"Name(first='Shaojun', last='Li')","Huawei Translation Service Center, Beijing, China; Huawei Technologies Co., Ltd.; Huawei Translation Services Center"
"Name(first='Yuhao', last='Xie')","Huawei Translation Service Center, Beijing, China; Huawei Technologies Co., Ltd."
"Name(first='Bin', last='Wei')","Huawei Translation Service Center, Beijing, China; Huawei Technologies Co., Ltd."
"Name(first='Jiawei', last='Zheng')","Huawei Translation Service Center, Beijing, China; Huawei Technologies Co., Ltd."
"Name(first='Lizhi', last='Lei')","Huawei Translation Service Center, Beijing, China; Huawei Technologies Co., Ltd."
"Name(first='Marcely', last='Zanon Boito')",Naver Labs Europe
"Name(first='Ioan', last='Calapodescu')",Naver Labs Europe
"Name(first='Marco', last='Gaido')","Fondazione Bruno Kessler, University of Trento"
"Name(first='Ming', last='Zhu')","Huawei Technologies Co., Ltd."
"Name(first='Yanfei', last='Jiang')","Huawei Technologies Co., Ltd."
"Name(first='Xie', last='YuHao')","Huawei Technologies Co., Ltd."
"Name(first='Guo', last='JiaXin')","Huawei Technologies Co., Ltd."
"Name(first='Wang', last='Minghan')","Huawei Translation Service Center, Beijing, China"
"Name(first='Li', last='ShaoJun')","Huawei Translation Service Center, Beijing, China"
"Name(first='Lei', last='LiZhi')","Huawei Translation Service Center, Beijing, China"
"Name(first='Xinyuan', last='Zhou')",iflytek
"Name(first='Zhongyi', last='Ye')",iflytek
"Name(first='Yichi', last='Wang')",University of Science and Technology of China
"Name(first='Luzhen', last='Xu')",University of Science and Technology of China
"Name(first='Hanyi', last='Zhang')",iflytek
"Name(first='Muhammad', last='Huzaifah')","Agency for Science, Technology and Research"
"Name(first='Kye', last='Min Tan')","Institute for Infocomm Research, A*STAR"
"Name(first='Richeng', last='Duan')",ASTAR
"Name(first='Antoine', last='Laurent')",LIUM - Laboratoire Informatique Universit du Mans
"Name(first='Haroun', last='Elleuch')",Elyadata
"Name(first='Fethi', last='Bougares')",Elyadata
"Name(first='Antoine', last='Thiol')",Airbus
"Name(first='Hugo', last='Riguidel')",LIUM - Le Mans University
"Name(first='Salima', last='Mdhaffar')",LIA - University of Avignon
"Name(first='Gaëlle', last='Laperrière')",Avignon University LIA
"Name(first='Lucas', last='Maison')",LIA - Avignon University
"Name(first='Sameer', last='Khurana')",MIT
"Name(first='Santosh', last='Kesiraju')",Brno University of Technology
"Name(first='Karel', last='Beneš')",Brno University of Technology
"Name(first='Maksim', last='Tikhonov')",Brno University of Technology
"Name(first='Jan', last='Černocký')",Brno University of Technology
